name,c,v,clauses_vars_ratio,vars_clauses_ratio,vcg_var_mean,vcg_var_coeff,vcg_var_min,vcg_var_max,vcg_var_entropy,vcg_clause_mean,vcg_clause_coeff,vcg_clause_min,vcg_clause_max,vcg_clause_entropy,vg_mean,vg_coeff,vg_min,vg_max,pnc_ratio_mean,pnc_ratio_coeff,pnc_ratio_min,pnc_ratio_max,pnc_ratio_entropy,pnv_ratio_mean,pnv_ratio_coeff,pnv_ratio_min,pnv_ratio_max,pnv_ratio_entropy,pnv_ratio_stdev,binary_ratio,ternary_ratio,ternary+,hc_fraction,hc_var_mean,hc_var_coeff,hc_var_min,hc_var_max,hc_var_entropy,unit_props_at_depth_1,unit_props_at_depth_4,unit_props_at_depth_16,unit_props_at_depth_64,unit_props_at_depth_256,mean_depth_to_contradiction_over_vars,estimate_log_number_nodes_over_vars,knuths_estimate,weighted_backtrack_estimate,recursive_estimate,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,saps_EstACL_Mean,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,gsat_EstACL_Mean
linear.normalized-89.cnf,294055,29488,9.972022517634292,0.10028055975922871,5.9491586623433264e-05,5.282483452741588,0.0,0.008988114468381766,2.0994517928358274,5.949158662343327e-05,0.4303398307433998,3.543711683617421e-05,0.004092986994578121,1.1760510287137076,8.967380752045927e-05,2.4780790810465474,1.0202173062862389e-05,0.003737396065361922,0.5233701178350989,0.6658709226836613,0.0,1.0,1.532440230761212,0.11692279009931396,2.3752482075250105,0.0,0.9830508474576272,1.2998579547824078,0.27772064760221854,0.30860553297852444,0.35546751458060566,0.6640730475591301,0.7575759636802639,4.049662677374208e-05,4.879422654800455,0.0,0.005318732890105592,2.0609455309829396,0.0,5.3155675254261315e-05,8.859279209043553e-05,8.859279209043553e-05,8.859279209043553e-05,0.036751833870796266,0.0527778814257258,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,0,50001,836.285714286,0.567662656018,8571.85714286,0.287926492597,9240.5,9097.0,9291.0,3.45330455487,0.0912093122158,0.992071414413,0.0224341821859,2849283.89646,801.214285714,0.141686036554,8899.39285714,0.196167038931,9228.5,9085.0,9315.0,0.524804233199,1.37256822015,0.989706719693,0.00905052825118,3787428.14125
linear.normalized-sporttournament50.cnf,9600,6025,1.5933609958506223,0.6276041666666666,0.00026706231454005935,0.9673599755827179,0.0,0.0008333333333333334,1.3783158360371408,0.00026706231454005935,0.19245008972987526,0.00023738872403560832,0.0003560830860534125,0.5623351446188083,0.0004979253112033195,0.7456107093256582,0.0003125,0.00125,0.08333333333333334,1.7320508075688774,0.0,0.33333333333333337,0.5623351446188083,0.09495548961424334,1.5844294451526286,0.0,0.33333333333333337,0.59749097975248,0.15045027372369177,0.75,0.25,1.0,1.0,0.00026706231454005935,0.9673599755827179,0.0,0.0008333333333333334,1.3783158360371408,0.00011869436201780416,0.00047477744807121664,0.0018991097922848666,0.007596439169139466,0.030385756676557865,0.19435014836795253,0.36653926237434753,0,0,8426,2.63826606876,25.8650343128,1532.22720478,0.0420145771902,1534.0,1502.0,1567.0,1.01144694685,0.0650732911304,0.887256674134,0.214930810543,3532101.8653,1.68203883495,1.22122963083,1533.48665049,0.017833917774,1535.0,1498.0,1568.0,0.280760833461,0.108833386191,0.880102858998,0.00798341146732,5848951.57763
linear.normalized-sha1-size96-round21-3.cnf,52916,20255,2.612490743026413,0.38277647592410613,0.00012880603335736204,0.7852337482669581,0.0,0.0006719050374213778,1.8353813471862372,0.00012880603335736204,0.2488477948322288,4.620858555519616e-05,0.00023104292777598078,0.8429617559066416,0.00014380747081681444,0.5491983528309233,1.8664028817260494e-05,0.0005599208645178149,0.3981846121303744,0.7953000415710614,0.0,1.0,1.1092910046458697,0.17597828480279346,0.9772765664542463,0.0,1.0,1.413122311187284,0.17197945394258146,0.284514455290319,0.6541368819873458,0.9386513372776648,0.5107038205266989,5.803865270950336e-05,0.8099309120818502,0.0,0.0003546165475279494,1.8728997419941005,0.0006007116122175501,0.002356637863315004,0.002495263619980592,0.002495263619980592,0.002495263619980592,0.07843018771349256,0.14215145142469657,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,0,21703,515.16,0.79973674706,4040.0,0.0103344671996,4035.0,3986.0,4084.0,0.336316138714,0.719635154833,0.746598642597,0.0689186473321,13834642.3926,454.574468085,0.0624134483208,4041.78723404,0.0112990694397,4043.0,3983.0,4089.0,0.0950119508556,0.171273784295,0.73850016917,0.00710071443125,51409679.211
linear.normalized-f20c10b_007_area_delay.cnf,30473,9204,3.3108431116905694,0.30203786958947265,0.0002047183055494427,4.120784297262533,3.0672024046866854e-05,0.05772474925620342,1.564735050167529,0.0002047183055494427,0.7403407485447595,8.823010411152286e-05,0.0031762837480148226,0.7367176879184276,0.000525376714372528,2.0530895187319924,6.134404809373371e-05,0.06146673618992117,0.4068972405177662,1.1165421071375845,0.0,1.0,1.0725023407355008,0.4752235720012507,0.7321607972154796,0.0,1.0,1.8411731535009421,0.34794006933202354,0.7888844584854154,0.01432383522988682,0.8032082937153022,0.9907370487378462,0.00019190717427735275,4.392181097878278,0.0,0.05772474925620342,1.8725455104959563,0.02382212811011117,0.08902417504852655,0.2567496029645315,0.28551261690488794,0.28551261690488794,0.8120698782424564,0.8120698782424564,0,0,11335,14.0101010101,14.0712472795,3552.39393939,0.0722610518339,3567.0,3524.0,3619.0,2.1845749785,0.155633435353,1.00091470851,0.03662384497,124415.661624,1.60762331839,36.4085482093,3570.26831091,0.0298007358373,3572.0,3519.0,3627.0,1.94005860673,0.0875571323427,0.998670183548,0.0107034788143,147613.155462
linear.normalized-NG_K128.cnf,57569,28728,2.0039334447229185,0.499018569021522,6.516553778128264e-05,0.8278273560635168,0.0,0.00022294249798494281,1.6419671955381125,6.516553778128264e-05,2.6473014459243913,2.281490269444001e-05,0.0028746777394994412,0.8798896708432962,0.0021299275238452556,0.9652450787278815,5.1448268765756035e-05,0.004458849959698856,0.36129304471126766,1.173656091257603,0.0,1.0,1.2812932844348544,0.08338749574518778,1.9811496941176943,0.0,1.0,1.0759121451116582,0.1652031116888193,0.7639553429027113,0.11186568571967553,0.8758210286223869,0.776680214710775,3.514945033454601e-05,0.8041857252268539,0.0,0.0001543448062972681,1.3484988666914175,0.008897812050831603,0.02051059752230157,0.02051059752230157,0.02051059752230157,0.02051059752230157,0.13989185736122836,0.5075940805322768,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,0,44302,250.533333333,1.45022308014,6699.53333333,0.00956204002053,6705.0,6645.0,6739.0,0.304056863967,0.489918040873,0.741911072374,0.0337692807601,109110743.577,635.461538462,0.198375092759,6684.53846154,0.0126014002063,6670.0,6574.0,6770.0,0.127463148756,0.270159113503,0.764461264511,0.0126883585513,143244897.839
linear.normalized-j3037_5-sat.cnf,12862,5101,2.5214663791413447,0.39659461981029387,0.0002108862459353339,1.0211038206421843,0.0,0.001749671936511904,2.128592778801683,0.0002108862459353339,0.3085670372154982,0.00010708931248661383,0.0005354465624330692,0.9162647546179143,0.00040139013829045456,0.5895993272798091,6.248828344685372e-05,0.0029369493220021245,0.5115582494948864,0.9053504264132431,0.0,1.0,1.0291101680730588,0.49695450602111874,0.8457120730943063,0.0,1.0,1.9340375720159417,0.42028042552067724,0.6419421358495282,0.15847028682122102,0.8004124226707492,0.9408860838592764,0.00019321313000224966,0.9749133479318739,0.0,0.001749671936511904,2.0571154775063887,0.0,0.00021417862497322766,0.0010708931248661383,0.0074962518740629685,0.0074962518740629685,0.10636288998357964,0.26323550111419913,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,0,9833,42.0032894737,3.64484668208,2814.58552632,0.0592039622202,2824.0,2772.0,2876.0,0.767591222723,0.279197019383,0.943087424198,0.0924225754201,3613865.13962,92.5404896422,0.114937209183,2829.95856874,0.0138181599506,2829.0,2780.0,2881.0,0.331270923327,0.187853542664,0.950419075476,0.00513414663867,8621779.62422
linear.factor-mod-size=9-P0=347-P1=127-P2=53-P3=293-P4=199-P5=107-B.cnf,13577,5171,2.625604331850706,0.38086469765043823,0.0005004009529116461,0.73409592044745,0.0,0.0025778890771157104,1.7527921238663913,0.0005004009529116461,0.1508847277903599,0.00035835871707579287,0.0014334348683031715,0.5170076466767062,0.0006325040327010539,0.6972939287706332,0.00014730794726375488,0.003830006628857627,0.29658000049102645,0.6129357426853154,0.0,1.0,0.6055221724579996,0.13963073591298786,0.627140690205172,0.0,0.5,1.2937479812758284,0.08756811609432731,0.20947190100905944,0.7900861751491493,0.9995580761582087,0.4923768137291007,0.000227270216791715,1.156251641074327,0.0,0.0019886572880606908,1.6248985168723078,0.00035835871707579287,0.0014334348683031715,0.018813832646479126,0.11664576240817058,0.15266081347428775,0.16339798206970696,0.493069358700947,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,0,5667,56.8280701754,1.13649987084,935.78245614,0.064300842822,940.0,909.0,965.0,0.218121470256,0.474807966971,0.713749909874,0.0789335538551,593607.012772,221.587982833,0.116167992336,941.135193133,0.0232966660104,942.0,913.0,966.0,0.131292164204,0.285909954569,0.776468810667,0.0186002986605,2527515.717
linear.normalized-sporttournament40.cnf,6080,3820,1.5916230366492146,0.6282894736842105,0.0004213483146067416,0.9661740819451485,0.0,0.0013157894736842105,1.3835128579723854,0.0004213483146067416,0.1924500897298753,0.0003745318352059925,0.0005617977528089888,0.5623351446188083,0.0007853403141361257,0.7444392189376651,0.000493421052631579,0.001973684210526316,0.08333333333333334,1.7320508075688774,0.0,0.33333333333333337,0.5623351446188083,0.09488139825218478,1.5852942612451615,0.0,0.33333333333333337,0.5972862665700344,0.15041493614810522,0.75,0.25,1.0,1.0,0.0004213483146067416,0.9661740819451485,0.0,0.0013157894736842105,1.3835128579723854,0.00018726591760299626,0.000749063670411985,0.00299625468164794,0.01198501872659176,0.04794007490636704,0.24746522204387375,0.6137064878423113,0,0,5341,0.169993117688,38.1182371051,972.028905712,0.0332694479378,973.0,947.0,998.0,1.007697019,0.0177281209359,0.879919308194,0.0144504201777,1424785.46175,1.67137425312,2.52936146945,971.619771863,0.0312478354642,972.0,946.0,999.0,0.304945930146,0.135961761566,0.880821976164,0.0121040084756,2302043.66121
linear.normalized-chnl50_51_pb.cnf.cr.cnf,14902,10000,1.4902,0.6710508656556167,0.0001557452012457354,0.7269894994855145,0.0,0.0002684203462622467,1.1311180546677264,0.0001557452012457354,1.6995842825673042,0.0001337703163667982,0.0033442579091699553,0.040937220891712624,0.0018755871695074488,0.8406481824839069,0.000201315259696685,0.0034223594148436454,0.3490806603140518,1.3655282624690313,0.0,1.0,0.6468756734204759,0.11370476891177848,1.3898088456514373,0.0,0.33333333333333337,0.641771825891299,0.1580278936263423,0.9931552811703127,0.0,0.9931552811703127,0.9931552811703127,0.00013285469616350918,0.8178521673509299,0.0,0.0002684203462622467,1.1640386419029167,0.005283927496488529,0.024346197578757275,0.10059527790783225,0.3066684502708849,0.3066684502708849,0.6027082408595351,0.6186569840399547,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,0,27375,3.89349112426,3.96667965199,2275.90532544,0.0142320888957,2275.0,2234.0,2320.0,0.302090169691,0.128380137426,0.782113826911,0.00700690346664,19687888.3611,160.701086957,0.204200922997,2280.48369565,0.0152670672095,2282.5,2234.0,2324.0,0.0980358352724,0.438469340895,0.817467155763,0.0114535389384,17515149.0058
linear.normalized-rand6d579e.cudf.trendy.cnf,28293,7315,3.8678058783321942,0.25854451631145514,0.0002938959452698508,2.469174514363836,0.0,0.017834697829262492,2.848315414861989,0.0002938959452698508,1.2897720033020186,0.00010842459069717012,0.05627236257183129,1.2560439890537909,0.0016776539427052655,2.675954237976471,3.3970853008119036e-05,0.017630872711213778,0.4997936985667215,0.7830450184273187,0.0,1.0,1.481244050373638,0.3595867793653581,0.8726346710370413,0.0,1.0,2.5665205871695647,0.3137878909207584,0.5148622481910521,0.3041750178346978,0.8190372660257499,0.5415293678024256,0.00011321653255595391,2.3507861662706975,0.0,0.01759690185820566,2.0530015579767866,0.00010842459069717012,0.0004336983627886805,0.0035780114930066137,0.022010191911525534,0.022010191911525534,0.02223369290830007,0.10925425307543968,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,0,12688,6.16171617162,17.4068951855,2602.67326733,0.0591416574013,2611.0,2568.0,2658.0,1.39648982051,0.125316928998,0.959055779261,0.0301169096205,117239.637261,87.0569343066,0.124202064189,2608.6540146,0.040412643241,2612.0,2567.0,2655.0,0.716104259307,0.162644104532,0.972647012105,0.00406772363572,226808.094112
linear.normalized-ped2.B.recomb1-0.01-4.cnf,130421,95113,1.3712215995710366,0.7292767269074766,1.3315771284875059e-05,12.666485706888412,0.0,0.007323233581260493,1.2629964320665377,1.3315771284875059e-05,4.9239620370649,5.9440310040657175e-06,0.0032097767421954875,1.0460110113314949,0.001301989098171229,0.5720738822771896,4.981791551877886e-06,0.006072803901739143,0.6743426434883752,0.6478522903829594,0.0,1.0,0.9102184664213152,0.6428357381387659,0.6612623129990158,0.0,1.0,1.1609779499061124,0.42508304708007,0.48025965097568385,0.16707434327532866,0.6473339942510126,0.6314420792005221,8.170788422918479e-06,8.318405197003603,0.0,0.002849584767674151,0.8979106136944215,0.0007786680615326089,0.0032216648042036186,0.009849259373736893,0.009849259373736893,0.009849259373736893,0.5653546208897026,0.5653546208897026,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,0,50001,27185.5,1.41421356237,28795.5,1.41421356237,28795.5,0.0,0.0,1.71838957881,0.511836288214,3.89561506652,1.05152387161,193125987.883,16.9677419355,0.21653372026,57754.0645161,0.00403190974752,57773.0,57525.0,58014.0,0.648833120969,0.019891237904,0.999342496448,0.000111189082397,1189458776.91
linear.normalized-m200_500_10_10.r.cnf,200,492,0.4065040650406504,2.46,0.02032520325203252,0.47752696258954846,0.005,0.06,2.0271596224732544,0.02032520325203252,0,0.02032520325203252,0.02032520325203252,0.0,0.17684959349593496,0.4631560987370172,0.045,0.49,1.0,0,1.0,1.0,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016260162601626018,1.0,1.0,0,0,493,0.0,0.0,1.1884,0.356332804253,1.0,1.0,2.0,0.182183333333,2.20878073189,0.1756,2.1668480203,-inf,0.0,0.0,1.1917,0.361871319533,1.0,1.0,2.0,0.1837,2.19522270504,0.1772,2.15494901061,-inf
linear.normalized-single-obj-f10-DCTotalLoss.seq-B-2-combined-irEDCBA.cnf,31365,11164,2.809476890003583,0.3559381476167703,0.00020578280254917377,1.7460812096246887,0.0,0.0043481000693175375,1.9605605567749445,0.00020578280254917377,0.42328184688102455,8.58885167053165e-05,0.0031778751180967105,0.8160474731924474,0.00023487042185843567,1.56450403461622,3.150797151679375e-05,0.0034658768668473124,0.22635539629364068,1.5945405281049334,0.0,1.0,0.9522065198258856,0.30568688674060124,0.6668013943703707,0.0,1.0,1.7111399782570416,0.20383244231937048,0.7137500787699288,0.2218476274497448,0.9355977062196735,0.8613334173545907,0.00015871163046611008,2.109910643374755,0.0,0.00428508412628395,1.6741354372868773,0.0036932062183286096,0.018036588508116465,0.06063729279395345,0.15605943485356008,0.32002061324400927,0.21200646777873625,0.5596048486700089,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,0,12918,83.0204081633,3.54107194976,4136.29591837,0.102667648993,4174.0,4119.0,4234.0,0.479138328106,0.380957786233,0.897999642948,0.096027658346,2303041.11291,529.244648318,0.0797641975841,4188.44648318,0.0105656901436,4191.0,4124.0,4246.0,0.654110976675,0.167197456692,0.957517948594,0.00492001186797,9214373.58255
linear.normalized-rand396cf8.cudf.paranoid.cnf,11332,4976,2.277331189710611,0.4391104835863043,0.00033913977031196284,3.826061457040035,7.85052598524101e-05,0.08988852253100958,2.045327462194646,0.00033913977031196284,4.692306581124901,0.00015669069257286117,0.17941084299592605,0.7995595165360111,0.020962071862351755,1.7974349727502479,7.85052598524101e-05,0.08988852253100958,0.6244864376846727,0.7228613654361669,0.0,1.0,0.9791053269372446,0.3648501219840383,1.038487915596099,0.0,1.0,1.8986962606081113,0.3788924426841864,0.7348877374784111,0.14782540430208824,0.8827131417804993,0.7043491913958235,0.00020556273854491151,5.580607749886237,7.85052598524101e-05,0.08981001727115717,1.5429537660980972,0.01989971795675337,0.05358821685991852,0.07286117204638044,0.08759009714822939,0.08759009714822939,0.07268830683070329,0.2263747846434857,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,0,6693,1.5203125,25.2982212813,1992.034375,0.0427376680866,1996.0,1952.0,2036.0,1.36923180549,0.107345894911,0.971755930398,0.0173945938993,84682.526432,50.8585450346,0.129020857178,1995.06581986,0.0145056227135,1995.0,1958.0,2031.0,0.773789308209,0.173471739964,0.986441480217,0.00269717135145,316262.41216
linear.normalized-tseitin-regular-n60-d3-i1-r2.cnf.gz-plain.pb.metafix.cnf,240,90,2.6666666666666665,0.375,0.03333333333333333,0,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0,0.03333333333333333,0.03333333333333333,0.0,0.016666666666666666,0,0.016666666666666666,0.016666666666666666,0.5,0.5773502691896258,0.33333333333333326,1.0,0.5623351446188083,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5083333333333333,0.016944444444444446,0.3395461504460324,0.008333333333333333,0.025,1.0221657845766758,0.0,0.0,0.15555555555555556,0.6555555555555556,0.6555555555555556,0.9513153201355449,0.9931889545767368,2.4758800785707605e+27,2.4758800785707605e+27,101612,4.2766,0.516886316414,11.6043,0.194775073862,12.0,9.0,14.0,1.32364168998,0.273264988323,0.823777044396,0.13519575426,270.281916524,4.1484,0.53465012963,11.5546,0.195675987828,12.0,9.0,14.0,1.34995719726,0.266148203325,0.818579396936,0.135261242005,278.11358571
linear.normalized-NG_K200.cnf,91553,45720,2.0024715660542434,0.4993828711238299,4.138299412356872e-05,0.8244554857774431,0.0,0.00014085270057966303,1.6212922361131676,4.138299412356873e-05,3.024404887090741,1.4426059233399212e-05,0.002856359728213044,0.8581548949520907,0.00173517701641106,0.9737477918667219,3.2504469364537626e-05,0.0035971612763421638,0.3580647630054423,1.1796976588316233,0.0,1.0,1.2825273931975014,0.07747201201593214,1.9183808976695087,0.0,1.0,1.0506050764385875,0.14862082795538686,0.7673980172273688,0.11280134351806707,0.8801993607454358,0.7754374559835311,2.2257035923929945e-05,0.8031363711664276,0.0,9.751340809361287e-05,1.3282823127446302,0.006664839365830436,0.014007703515630635,0.014007703515630635,0.014007703515630635,0.014007703515630635,0.10753094389705564,0.2014743432536534,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,inf,50001,2214.57142857,2.45063903562,8953.85714286,0.441006407552,10431.0,0.0,10508.0,0.494694202965,1.5101400387,1.15036830007,0.965818847651,232142641.978,1276.83333333,0.0358634818457,10397.4166667,0.00804643662682,10408.5,10287.0,10466.0,0.187690025845,0.0274950477162,0.771757411278,0.00519655235511,329627033.265
linear.normalized-sporttournament44.cnf,7392,4642,1.5924170616113744,0.6279761904761905,0.00034668721109399074,0.9667167662942585,0.0,0.0010822510822510823,1.3811835515787638,0.00034668721109399074,0.19245008972987526,0.0003081664098613251,0.0004622496147919877,0.5623351446188083,0.0006462731581214993,0.7449756117696198,0.00040584415584415587,0.0016233766233766235,0.08333333333333334,1.7320508075688774,0.0,0.33333333333333337,0.5623351446188083,0.09491525423728815,1.584898975299297,0.0,0.33333333333333337,0.59737984018291,0.15043108918095024,0.75,0.25,1.0,1.0,0.00034668721109399074,0.9667167662942585,0.0,0.0010822510822510823,1.3811835515787638,0.00015408320493066256,0.0006163328197226503,0.002465331278890601,0.009861325115562404,0.039445300462249616,0.2279030676565345,0.714567113772167,0,0,6491,1.01306532663,31.5436205912,1181.82713568,0.0370254887464,1182.0,1155.0,1212.0,1.00898141859,0.0234768195202,0.881704700358,0.0675073419592,2102445.47073,1.7053314121,1.73259797254,1180.83573487,0.0198149708252,1181.0,1152.0,1211.0,0.294407813479,0.116100997235,0.88064094418,0.00927379726458,3426166.22803
linear.normalized-minisat15_5_3_1_ic.cnf,24429,9062,2.695762524828956,0.37095255638789965,0.000202629963813741,1.6560847915892916,0.0,0.0028601781482389473,1.8422119209676986,0.000202629963813741,0.4809039600778833,7.99105002397315e-05,0.0011986575035959725,0.7442006384980606,0.0004707385929193218,0.9879121123066621,0.00012257906349595488,0.003595652529214677,0.3264689057775599,1.1002666536616192,0.0,1.0,1.0849970032660528,0.07164241757136738,2.164463835279435,0.0,1.0,1.0642751703768618,0.15506742190521264,0.5628421998855929,0.4260848247119392,0.9889270245975321,0.7844651466862793,0.00014364234032224026,1.9428550557894149,0.0,0.002329002206423143,1.9385895241297268,0.000159821000479463,0.000639284001917852,0.002397315007191945,0.008630334025891003,0.01438389004315167,0.2576409943251618,0.6193010956376492,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,0,12813,136.010416667,1.11489609818,2188.85416667,0.104405674145,2212.5,2168.0,2252.0,0.52682409395,0.31459128087,0.814895080131,0.0883949775812,2520611.37815,301.113207547,0.0741160806154,2207.11320755,0.0162958275233,2207.0,2163.0,2248.0,0.163177279572,0.186946684301,0.838725604834,0.00857049552004,5479498.35389
linear.normalized-compression8_15.cnf,2904,758,3.8311345646437993,0.2610192837465565,0.004504389128173327,1.1698363880908926,0.0,0.031625988312134756,1.6955638027864226,0.004504389128173327,0.6152435141520953,0.00130718954248366,0.01045751633986928,1.0432886509488657,0.005891097685193164,0.7505937109608039,0.0013750429700928155,0.026469577174286697,0.43646155609029447,0.9862824691873869,0.0,1.0,1.0892261299610149,0.30790172298853735,0.6177144486636926,0.0,1.0,1.5728429202224197,0.19019534305846536,0.40666895840495015,0.4204193881058783,0.8270883465108284,0.6136129254039189,0.0018711369044008114,1.994807809034601,0.0,0.018563080096253008,1.2551742261777483,0.0,0.09803921568627451,0.09803921568627451,0.09803921568627451,0.09803921568627451,0.32442164154370334,0.7503981126321865,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,9.780224465542132e+121,3190,10.1496204812,0.672897914504,153.218577126,0.059381584901,153.0,142.0,165.0,1.24784046387,0.209286756335,0.931920711697,0.0198452790487,1659.74248589,21.9013,0.191191910732,153.2954,0.0584536718273,153.0,142.0,165.0,1.09810696747,0.297869352769,0.958240179261,0.0148009663687,1747.90552544
linear.normalized-factor-size=9-P=23-Q=521.cnf,1734,626,2.769968051118211,0.36101499423298733,0.004379800621016506,0.591423032902921,0.0,0.017816091954022988,1.5811390883185832,0.004379800621016506,0.15416866101836987,0.001579778830963665,0.004739336492890996,0.5499115856321972,0.004937387536263817,0.5026473258601258,0.0022988505747126436,0.017816091954022988,0.3040229885057471,0.6510606646033456,0.0,1.0,0.6450468275726677,0.15170334296901852,0.6719838717823959,0.0,1.0,1.3843711723493861,0.10194219977065377,0.2206896551724138,0.7758620689655172,0.996551724137931,0.5103448275862069,0.002060975831199724,1.0653727589203472,0.0,0.010344827586206896,1.6428981358199708,0.0,0.0,0.001579778830963665,0.009478672985781991,0.7377567140600316,0.35554316513335193,0.9277547693919599,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,2.202086616043846e+158,3926,32.6118598383,0.316075904981,117.642969452,0.0656309033213,118.0,108.0,128.0,0.60134462208,0.290372128606,0.801811555461,0.0546758303654,17050.0237659,38.9033,0.184470833676,117.6189,0.0657994080437,118.0,108.0,128.0,0.480987244282,0.267530076213,0.822589119707,0.0438226650921,38869.9073795
linear.normalized-frb45-21-3.cnf,58245,945,61.63492063492063,0.016224568632500644,0.0021164021164021165,0.1774081253594581,0.001236157610095287,0.003519615417632415,4.407752511418284,0.0021164021164021165,0,0.0021164021164021165,0.0021164021164021165,0.0,0.0021164021164021165,0.1774081253594581,0.001236157610095287,0.003519615417632415,1.0,0,1.0,1.0,0.0,1.0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0021164021164021165,0.1774081253594581,0.001236157610095287,0.003519615417632415,4.407752511418284,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,946,0.951601423488,37.483329628,444.731672598,0.043273380823,445.0,426.0,464.0,32.7660854174,0.0341410605736,1.00006565485,0.00246080089201,2949940.95238,0.0,0.0,444.992469069,0.0347991597427,445.0,425.0,465.0,32.7761115573,0.0332545453655,1.0,0.0,2942265.06779
linear.normalized-188.cnf,11540,1558,7.406931964056483,0.13500866551126517,0.0012796223109474876,2.16504490752573,0.0,0.01559792027729636,2.3601479078866516,0.0012796223109474874,0.39665998441502537,0.0008067769261799112,0.006857603872529245,1.1389212678537646,0.0014786988606910606,1.3470437897939493,0.00025996533795493934,0.012218370883882149,0.5315222414789139,0.6779687116388268,0.0,1.0,1.5019172882294065,0.11262002753437282,2.039173635395254,0.0,0.9880952380952381,1.5887429827682256,0.22965179096558064,0.3640381282495667,0.36967071057192374,0.7337088388214905,0.7730502599653379,0.0008927678810500405,2.0498927239818383,0.0,0.012045060658578856,2.195942046018519,0.0,0.0012101653892698668,0.0060508269463493344,0.01734570391286809,0.01734570391286809,0.18344980186507842,0.3920583046223274,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,4.109481173084667e+208,5771,25.1832669323,1.51019860396,411.790836653,0.0430361078671,412.0,393.0,431.0,2.42065354795,0.114446712495,0.956454402247,0.0229980189243,63361.8769633,42.7659667542,0.16133801473,411.906824147,0.0377427978079,412.0,392.0,432.0,0.73636987744,0.260921710605,0.967905692716,0.00603916935636,146063.992556
linear.factor-mod-size=5-P0=3-P1=7-P2=31-P3=29-B.cnf,17557,6140,2.859446254071661,0.349718061172182,0.00046871181680482594,1.8712776471499342,0.0,0.012530614569687305,0.829465544770497,0.00046871181680482594,0.09624857332376996,0.000321646831778707,0.000643293663557414,0.29477683042202374,0.0005377552018098705,1.7318533078377352,0.00017087201685937232,0.012929315942359174,0.3283780448444115,0.419123047311237,0.0,1.0,0.3639408001878432,0.15037422846047638,0.2824783137804075,0.0,0.33333333333333337,0.7229529082904382,0.042477458491545134,0.08577775246340491,0.9139944181807826,0.9997721706441876,0.39300563877655637,0.00017587341715985573,2.6774645724002273,0.0,0.006607051318562397,0.924045113682527,0.00916693470569315,0.034577034416211,0.18317787069797362,0.22016725635252493,0.22016725635252493,0.1555536439593977,0.5255691175208389,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,0,15366,224.925764192,0.289780782458,1084.26200873,0.0206847502159,1084.0,1056.0,1114.0,0.311879243703,0.320184799671,0.774258404994,0.032846204211,739745.660149,233.193877551,0.098889962718,1090.23129252,0.0219017561582,1089.0,1056.0,1122.0,0.129604571253,0.209348976518,0.778149091076,0.0153754975404,3401622.98476
